l_ukrainian:
 BOLD:0 "Сміливий"
 grand_admiral_boost:0 "Прославлений великий адмірал"
 desc_grand_admiral_boost:0 "Наш великий адмірал гарантує, що кожен виконає свій обов'язок до кінця."
 naval_organiser_boost:0 "Чудовий морський розпорядник"
 desc_naval_organiser_boost:0 "Наш флот переживає період досконалої організованості."
 navigator_boost:0 "Досвідчений мореплавець"
 desc_navigator_boost:0 "Наші моряки запливають далі, ніж зазвичай, натхненні прикладом нашого геніального мореплавця."
 rear_admiral_boost:0 "Грамотний контр-адмірал"
 desc_rear_admiral_boost:0 "Наш контр-адмірал демонструє виняткове вміння у виявленні молодих, талановитих офіцерів."
 privateer_boost:0 "Грізний капер"
 desc_privateer_boost:0 "Тепер наші капери йдуть у бій з подвоєною енергією."
 sergeant_major_general_boost:0 "Досвідчений командир"
 desc_sergeant_major_general_boost:0 "Наша армія настільки досконала, що кращі люди нашої держави вступають у її ряди, стаючи чудовими офіцерами."
 grand_captain_boost:0 "Справжній великий капітан"
 desc_grand_captain_boost:0 "О капітане! Мій капітане! Вставай і слухай дзвін\nВставай – тобі лиш звуки сурм, і стяг – для тебе він."
 army_organiser_boost:0 "Чудовий армійський розпорядник"
 desc_army_organiser_boost:0 "Військова машина ніколи не працювала настільки чітко, і все завдяки нашому чудовому розпоряднику."
 commandant_boost:0 "Надихаючий лідер"
 desc_commandant_boost:0 "Наші війська насолоджуються суворою муштрою і стройовою підготовкою."
 quartermaster_boost:0 "Компетентний квартирмейстер"
 desc_quartermaster_boost:0 "Завдяки чудовим організаторським талантам нашого квартирмейстера армійська тилова служба досягла небачених успіхів."
 recruitmaster_boost:0 "Дивовижний вербувальник"
 desc_recruitmaster_boost:0 "Наш вербувальник зробив нашу рекрутську систему вкрай ефективною."
 fortification_expert_boost:0 "Передова інженерія"
 desc_fortification_expert_boost:0 "Найрозумніші люди міркують над тим, як ефективніше захищати наші фортеці."
 inquisitor_boost:0 "Національна безпека"
 desc_inquisitor_boost:0 "Боюся, я не можу розкривати вам жодних подробиць цього питання."
 ambassador_boost:0 "Велика репутація"
 desc_ambassador_boost:0 "Репутація нашої дипломатії настільки велика, що кожен хоче нас вислухати."
 IS_NOT_COLONIAL:0 "Не є колоніальною країною"
 IS_COLONIAL:0 "Є колоніальною країною"
 colonial_patriot_rebels_title:0 "Колоніальні патріоти"
 colonial_patriot_rebels_name:0 "Колоніальні патріоти"
 colonial_patriot_rebels_desc:0 "Колоніальні патріоти прагнуть звільнитися від своїх далеких і деспотичних господарів. Вони борються не за повну автономію, а намагаються приєднатися до сусідньої провінції, яка недавно отримала незалежність. Захоплені ними провінції можуть відокремитися від вашої держави."
 colonial_patriot_rebels_army:0 "колоніальна армія"
 advaita_movement_title:0 "Підтримати рух адвайта"
 advaita_movement_desc:0 "Допомогти духовному руху адвайта поширювати моністичні ідеали Аді Шанкари, відкидаючи філософську дуалістичну школу Мадгвачар'ї."
 the_advaita_movement:0 "Підтримка руху адвайта"
 desc_the_advaita_movement:0 "Ми вирішили допомогти духовному руху адвайта поширювати моністичні ідеали Аді Шанкари, відкидаючи філософську дуалістичну школу Мадгвачар'ї."
 religious_sacrifice_title:0 "Почати жертвопринесення"
 religious_sacrifice_desc:0 "Регулярно приносити в жертву тварин, щоб умилостивити наших богів."
 religious_sacrifices:0 "Релігійні жертвопринесення"
 desc_religious_sacrifices:0 "Ми вирішили регулярно приносити в жертву тварин, щоб умилостивити наших богів."
 vision_quest_title:0 "Започаткувати обряд ініціації"
 vision_quest_desc:0 "Ввести в практику обряд ініціації юнаків. Це необхідно для того, щоб юнак міг знайти духа-заступника, і перейти з дитинства в доросле життя."
 rite_of_passage:0 "Обряд ініціації"
 desc_rite_of_passage:0 "Ми започаткували обряд ініціації юнаків. Це необхідно для того, щоб юнак міг знайти духа-заступника, і перейти з дитинства в доросле життя."
 enforce_heritage_title:0 "Збереження нашої спадщини"
 enforce_heritage_desc:0 "Наша віра є шляхом наших предків. Ми не можемо дозволити чужоземним конфесіям посягати на стародавні традиції."
 enforcing_heritage:0 "Збереження спадщини"
 desc_enforcing_heritage:0 "Ми шануємо наших предків, і ми не дозволимо чужеземцям посягати на наші традиції."
 church_tax_title:0 "Ввести церковний податок"
 church_tax_desc:0 "Покращити доходи, надавши церкві право збирати з селян деякі податки."
 church_taxes:0 "Церковний податок"
 desc_church_taxes:0 "Ми надали церкви право збирати деякі податки з селян."
 promote_neo_confucianism_title:0 "Підтримати неоконфуціанство"
 promote_neo_confucianism_desc:0 "Підтримати філософські ідеї неоконфуціанского мислителя Чжу Сі. Особливо нас цікавлять його ідеї про знання і дію, про логічні міркування та причинно-наслідкові зв'язки."
 neo_confucianism:0 "Неоконфуціанство"
 desc_neo_confucianism:0 "Ми рішуче підтримали філософські ідеї неоконфуціанского мислителя Чжу Сі. Особливо нас цікавлять його ідеї про знання і дію, про логічні міркування та причинно-наслідкові зв'язки."
 reject_taoism_title:0 "Засудити неоконфуціанство"
 reject_taoism_desc:0 "Підтримати повернення до ортодоксальної конфуціанскої школи, і засудити неоконфуціанські та даоські ідеї."
 denounce_taoism:0 "Засудження неоконфуціанства"
 desc_denounce_taoism:0 "Ми вирішили підтримати повернення до ортодоксальної конфуціанскої школи, і засудити неоконфуціанські та даоські ідеї."
 sunday_school_title:0 "Створити недільні школи"
 sunday_school_desc:0 "Створити недільні школи, щоб діти бідняків могли отримати основи релігійного і морального виховання."
 sunday_schools:0 "Недільні школи"
 desc_sunday_schools:0 "Ми створили недільні школи, щоб діти бідняків могли отримати основи релігійного і морального виховання."
 PROFIT_GAIN:0 "збільшується"
 PROFIT_LOSS:0 "зменшується"
 MOVE_CAPITAL_ALREADY_CAPITAL:0 "Вона вже є нашою столицею."
 MOVE_CAPITAL_ONLY_CITY:0 "Не можна перенести столицю в колонію."
 MOVE_CAPITAL_TOO_UNSTABLE:0 "Ми не можемо перемістити нашу столицю, поки в нашій країні діють повстанці."
 MOVE_CAPITAL_NO_SUPPORT2:0 "Ми не можемо перемістити нашу столицю у колоніальний регіон, поки вона лежить в оточенні наших етнічних земель. Лише коли столиця залишиться єдиною провінцією на цьому континенті, ми зможемо це зробити."
 CANCELVASSALNOPOSSPRES:0 "Ми не маємо достатньо престижу, щоб дозволити цьому васалові йти своїм шляхом. Наші дворяни піднімуть повстання, якщо ми спробуємо це зробити."
 fortify_province_title:0 "Укріпити провінцію $PROVINCENAME$"
 fortify_province_desc:0 "Провінція $PROVINCENAME$ не має захисних споруд, що робить її вразливою для іноземної агресії або заколоту повстанців. Було б розумно побудувати там укріплення."
 north_africa:0 "Північна Африка"
 central_africa:0 "Центральна Африка"
 south_africa:0 "Південна Африка"
 greenland_region:0 "Гренландія"
 iceland_region:0 "Ісландія"
 northwest_america:0 "Північно-Західна Америка"
 REINFORCE_INFO_TEXT:1 "Якщо в країні буде достатньо новобранців, ця армія буде щомісяця отримувати з цієї місцевості поповнення в розмірі §Y$VALUE$§W. Місцевий показник поповнення у цій провінції становить §Y$LOCAL$§!%, також ми отримуємо бонуси від наших національних факторів у розмірі §Y+$COUNTRY$§W%, як$AND_FROM_LEADER$."
 REINFORCE_LEADER_EXTRA:0 " і §Y+$LEADER$§!% від нашого лідера"
 atlantic_ocean_islands:0 "Острови Атлантичного океану"
 mascarene_islands:0 "Маскаренські острови"
 indian_ocean_islands:0 "Острови Індійського океану"
 pacific_ocean_islands:0 "Острови Тихого океану"
 russian_region:0 "Російській регіон"
 barbary_pirates:0 "Знищення берберських піратів"
 desc_barbary_pirates:0 "Наші хоробрі війська зуміли закріпитися на узбережжі Північної Африки. Ми отримали прекрасну можливість повністю винищити піратів, які нападають на наші кораблі та прибережні міста."
 ALLOW_TO_DISSMANTLE:0 "Тепер ми можемо розпустити Священну Римську Імперію, оскільки вона перебуває під нашим повним контролем."
 THE_MONTH_IS_BEFORE:0 "Ще не 1 "
 THE_MONTH_IS_AFTER:0 "Вже 1 "
 western_america:0 "Західна Америка"
 DM_MAX:0 "При максимумі"
 any_owned_province:0 "Будь-яка своя провінція"
 ROY_WITH_MESS:0 "Укладені династичні шлюби:\n"
 HEADER_MISSION:0 "Завдання і постанови"
 IS_NOT_TRIBE:0 "Не племінна форма правління"
 IS_TRIBE:0 "Племінна форма правління"
 grand_marshal_boost:0 "Підвищена легітимність"
 desc_grand_marshal_boost:0 "Репутація нашої династії зросла завдяки важкій праці нашого великого маршала."
 KOJ:0 "Єрусалим"
 KOJ_ADJ:0 "Єрусалимськ"
 kingdom_of_jerusalem_title:0 "Відновити Єрусалимське королівство"
 kingdom_of_jerusalem_desc:0 "Радійте! Святий Єрусалим знову в руках християн! Наших християнських руках! Сам Папа Римський пообіцяв нам, що ми врятуємо свої душі, якщо відновимо Єрусалимське королівство."
 non_patrolled:0 "Відсутність морського патрулювання"
 ADMIN_EFFICIENCY:0 "Адміністративна ефективність"
 MILITARY_TACTICS:0 "Рівень тактики"
 SHIPS_IN_RANGE:0 "На дистанції патрулювання є флоти, що збільшують досяжність для патрулів.\n"
 HAVE_NOT_CG_CLAIM_AGAINST:0 "Немає приводу до війни 'Націоналізм' з державою "
 HAVE_CG_CLAIM_AGAINST:0 "Є привід до війни 'Націоналізм' з державою "
 HAVE_NOT_RG_CLAIM_AGAINST:0 "Немає приводу до війни 'Священна війна' з державою "
 HAVE_RG_CLAIM_AGAINST:0 "Є привід для до 'Священна війна' з державою "
 HAVE_NOT_BORDER_CLAIM_AGAINST:0 "Немає приводу до війни 'Прикордонний конфлікт' з державою "
 HAVE_BORDER_CLAIM_AGAINST:0 "Є привід до війни 'Прикордонний конфлікт' з державою "
 CHOOSE_CB:0 "Виберіть привід до війни:"
 STABILITY_EFFECTS:0 "Вплив на стабільність:"
 ATTACK_NO_CB:0 "Напасти без приводу"
 CRUSADE_WAR_NAME:0 "$ORDER$ $FIRST$ий $CRUSADE_NAME$ проти держави $SECOND_NAME$"
 CORE_WAR_NAME:0 "$ORDER$ $FIRST$а війна за повернення провінції $PROVINCE$"
 FINANCIAL_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а компенсаційна війна"
 SPY_WAR_NAME:0 "$ORDER$ $FIRST$а війна проти $SECOND$ої провокації"
 SPREAD_REVOLUTION_NAME:0 "$ORDER$ $FIRST$ $SECOND$а революційна війна"
 RELIGIOUS_LEAGUE_WAR_NAME:0 "$ORDER$ Війна Ліги за $FIRST_RELIGION$"
 VASSAL_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а васальна війна"
 DOF_WAR_NAME:0 "$ORDER$ війна на захист релігії $FIRST_RELIGION$"
 HRE_DEFENSE_WAR_NAME:0 "$ORDER$ імперська інтервенція"
 INTERVENTION_WAR_NAME:0 "$ORDER$ $FIRST$а інтервенція"
 INSULT_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а війна честі"
 THRONE_WAR_NAME:0 "$ORDER$ $FIRST$а війна за $SECOND$ий трон"
 NATION_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а націоналістична війна"
 IMPERIAL_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а імперіалістична війна"
 MAYAN_WAR_NAME:0 "$ORDER$$FIRST$о-$SECOND$а майянська об'єднувальна війна"
 COLONIAL_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а колоніальна війна"
 UNION_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а уніатська війна"
 LIBERATION_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а визвольна війна"
 HERETIC_WAR_NAME:0 "$ORDER$ $FIRST$а війна очищення від $SECOND$ої єресі"
 BORDER_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а прикордонна війна"
 EXCOM_WAR_NAME:0 "$ORDER$ $FIRST$а війна через $SECOND$е відлучення"
 TRADE_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а торгова війна"
 BAN_WAR_NAME:0 "$ORDER$ імперська війна за провінцію $PROVINCE$"
 CONFORMANCE_WAR_NAME:0 "$ORDER$ імперсько-$SECOND$а війна за конформізм"
 PUNITIVE_WAR_NAME:0 "$ORDER$ $FIRST$о-$SECOND$а каральна війна"
 PRIMITIVE_WAR_NAME:0 "$ORDER$ $FIRST$а війна за підкорення держави $SECOND_NAME$"
 HUMILIATE_WAR_NAME:0 "$ORDER$ $FIRST$а війна за приниження держави $SECOND_NAME$"
 CONQUEST_WAR_NAME:0 "$ORDER$ $FIRST$а війна за завоювання провінції $PROVINCE$"
 VASSAL_MISSION_WAR_NAME:0 "$ORDER$ $FIRST$а васалізація держави $SECOND_NAME$"
 SUPPORT_REBELS_WAR_NAME:0 "$ORDER$ $FIRST$а війна в підтримку повстанців держави $SECOND_NAME$"
 JIHAD:0 "Джихад"
 HOLY_WAR:0 "Священна війна"
 DEFECTED_IN_THE_LAST:0 "Дезертувало в останні"
 NOT_DEFECTED_IN_THE_LAST:0 "НЕ дезертувало в останні"
 IS_NOT_PREVIOUS_OWNER:0 "НЕ є попереднім власником:"
 IS_PREVIOUS_OWNER:0 "Є попереднім власником:"
 ARE_NOT_PRIMITIVES:0 "НЕ є примітивним народом"
 ARE_PRIMITIVES:0 "Є примітивним народом"
 CONCEDE_DEFEAT:0 "Держава $WHO$ визнає свою поразку."
 THE:0 " "
 nocasusbelli:0 "Немає приводу до війни"
 nocasusbelli_desc:0 "У нас немає законного права напасти на них."
 TOGGLE_COLONIAL_WAR:0 "Оголосити колоніальну війну"
 TOGGLE_COLONIAL_WAR_DESC:0 "Ви можете оголосити колоніальну війну своїм заморським ворогам. Якщо ви це зробите, ви зможете закликати ваші протекторати допомогти у цій війні, але не ваших союзників."
 COLONIAL_WAR_IS_SUBJECT:0 "Ви є їхнім суб'єктом."
 cb_defection:0 "Відокремлена провінція"
 cb_defection_desc:0 "Вони володіють провінціями, які недавно відокремилися від нас!"
 cb_loan_cancelled:0 "Відмова від виплати позики"
 cb_loan_cancelled_desc:0 "Вони відмовилися сплатити нам борги!"
 cb_spy_discovered:0 "Виявлений шпигун"
 cb_spy_discovered_desc:0 "Вони намагалися шпигувати за нами!"
 cb_disloyal_vassal:0 "Невірний васал"
 cb_disloyal_vassal_desc:0 "Вони ганебно порушили свою васальну присягу!"
 cb_defender_of_the_faith:0 "Захисник віри"
 cb_hre_attacked:0 "Визволення Імперії"
 cb_hre_attacked_desc:0 "Вони незаконно анексували князівство Імперії!"
 cb_guarantee:0 "Гарантія незалежності"
 cb_guarantee_desc:0 "Вони напали на країну, чию незалежність ми гарантували!"
 cb_warning:0 "Ігнороване попередження"
 cb_warning_desc:0 "Вони напали на нашого сусіда, незважаючи на наше попередження!"
 cb_insult:0 "Дипломатичний випад"
 cb_insult_desc:0 "Вони нас образили!"
 cb_claim_throne:0 "Претензія на трон"
 cb_claim_throne_desc:0 "У нас є законні права на їхній трон!"
 cb_offensive_call:0 "Союз"
 cb_offensive_call_desc:0 "Вони воюють із нашим союзником!"
 cb_dishonored_call:0 "Відмова від допомоги"
 cb_dishonored_call_desc:0 "Вони відмовилися допомогти нам у нашій війні!"
 cb_humiliate:0 "Приниження"
 cb_humiliate_desc:0 "В нас є можливість принизити їх."
 cb_conquest:0 "Завоювання"
 cb_conquest_desc:0 "Ми отримали завдання на захоплення деяких їхніх провінцій!"
 cb_vassalize_mission:0 "Підкорення"
 cb_vassalize_mission_desc:0 "Ми отримали завдання зробити їх васалами!"
 cb_religious_conformance:0 "Релігійна єдність"
 cb_religious_conformance_desc:0 "Одна імперія – одна віра!"
 cb_core:0 "Повернення"
 cb_core_desc:0 "Вони володіють провінціями, які по праву мають належати нам!"
 cb_nationalist:0 "Націоналізм"
 cb_nationalist_desc:0 "Вони володіють провінціями нашої культурної групи!"
 cb_imperial:0 "Імперіалізм"
 cb_imperial_desc:0 "Їм буде краще в складі нашої великої імперії!"
 cb_colonial:0 "Колоніалізм"
 cb_colonial_desc:0 "Вони володіють колоніями, які межують з нашими!"
 cb_restore_personal_union:0 "Відновлення унії"
 cb_restore_personal_union_desc:0 "Вони розірвали особисту унію з нами!"
 cb_liberation:0 "Звільнення"
 cb_liberation_desc:0 "Вони пригноблюють народи, які мріють про волю!"
 cb_crusade:0 "Священна війна"
 cb_crusade_desc:0 "Вони – прокляті язичники!"
 cb_heretic:0 "Очищення від єресі"
 cb_heretic_desc:0 "Ми повинні спалити цих єретиків!"
 cb_border_war:0 "Прикордонний конфлікт"
 cb_border_war_desc:0 "Вони зосередили свою увагу на землі поруч з нашими кордонами!"
 cb_excommunication:0 "Відлучений правитель"
 cb_excommunication_desc:0 "Їхнього правителя було відлучено від церкви!"
 cb_trade_war:0 "Торгова суперечка"
 cb_trade_war_desc:0 "Вони перешкоджають нашій торгівлі!"
 cb_trade_conflict:0 "Торговельний конфлікт"
 cb_trade_conflict_desc:0 "Вони погрожують нашій торгівлі!"
 cb_trade_league_conflict:0 "Торговельний конфлікт"
 cb_trade_league_conflict_desc:0 "Вони погрожують нашій торгівлі!"
 cb_imperial_ban:0 "Оголошення поза законом"
 cb_imperial_ban_desc:0 "Вони незаконно володіють імперськими провінціями!"
 cb_liberate_elector:0 "Звільнити курфюрста"
 cb_liberate_elector_desc:0 "Вони мали нахабність підкорити собі курфюрста Священної Римської Імперії."
 cb_super_badboy:0 "Коаліція"
 cb_super_badboy_desc:0 "Ми сформували могутню коаліцію проти їхньої агресії"
 cb_primitives:0 "Колоніальне завоювання"
 cb_primitives_desc:0 "Вони – примітивні дикуни."
 cb_fabricated_claims:0 "Нові документи"
 cb_fabricated_claims_desc:0 "У нас є достовірні документи, які доводять нелегітимність їхнього правителя!"
 WAR_JUST:0 "При цьому вони послалися на такий привід до війни, як '$CB$'!"
 WAR_INJUST:0 "У них немає законного приводу до війни!"
 WAR_SUCCESSION:0 "Вони посилаються на 'війну з спадщину' як привід до війни!"
 CB_DESC_HEAD:0 "$PRESTIGE$ престижу і $COST$ вартості за:"
 CB_ALLOWED_PROVS:0 "Завоювання провінцій"
 CB_ALLOWED_ANNEX:0 "Повне приєднання"
 CB_ALLOWED_REVOKE:0 "Відмова від національних провінцій"
 CB_ALLOWED_RELEASE_VASSALS:0 "Звільнення васала"
 CB_TRANSFER_RELEASE_VASSALS:0 "Передача васала"
 CB_ALLOWED_RELEASE_ANNEXED:0 "Звільнення країни"
 CB_ALLOWED_CONVERSION:0 "Примусове навернення"
 CB_ALLOWED_GOV_CONVERSION:0 "Зміна уряду"
 CB_ALLOWED_INDEPENDENCE:0 "Незалежність"
 CB_ALLOWED_UNION:0 "Створення особистої унії"
 CB_ALLOWED_GOLD:0 "Виплату данини"
 CB_ALLOWED_VASSALAGE:0 "Примусовий васалітет"
 CB_ALLOWED_PROTECTORATE:0 "Примусова протекція"
 CB_ALLOWED_CONCESSION:0 "Визнання поразки"
 CB_ALLOWED_GIVE_UP_CLAIMS:0 "Відмова від претензій"
 CB_ALLOWED_SUPPORT_REBELS:0 "Прийняти вимоги повстанців"
 CB_ALLOWED_DISMANTLE_REVOLUTION:0 "Розгромити революцію"
 CB_ALLOWED_CHANGE_HRE_RELIGION:0 "Релігійна перевага"
 ENFORCED_VASSALAGE:0 "Васалізація держави $WHO$"
 ENFORCED_PROTECTORATE:0 "Протекторат над племенем $WHO$"
 ENFORCED_TRIBUTARY:0 "Держава-данник: $WHO$"
 ANNUL_TREATY_WITH:0 "Розірвати договори з державою $WHO$"
 NO_DEMAND:0 "Немає вимог"
 HASCBON:0 "Привід до війни '§Y$CASUS$§W': $LIST$."
 LARGE_AMOUNT_NATIONS:0 "на велику частину країн."
 WHO_HASCBON:0 "Держава $WHO$ має Casus Belli '§Y$CASUS$§W' проти $LIST$."
 PEACE_CONCEDE_DEFEAT:0 "Поразка"
 alert_casus_belli_will_expire_instant:0 "§YЗакінчується привід до війни!§W"
 alert_casus_belli_will_expire_delayed:0 "$LIST$."
 MAPMODE_RIVALS:0 "Суперники"
 MAPMODE_REBELTYPES:0 "Типи повстанців"
 MAPMODE_GOVERNMENT:0 "Типи уряду"
 MAPMODE_OVERSEAS:0 "Заморські провінції"
 MAPMODE_DEVASTATION:0 "Розруха"
 MAPMODE_PATRIARCHS:1 "Митрополії"
 sphere:0 "Сфера впливу"
 DIPRELCH_BADBOY:0 "Безчестя"
 HAS_NOT_TEMP_CLAIM_ON:0 " не має тимчасових претензій на провінцію "
 HAS_TEMP_CLAIM_ON:0 " має тимчасові претензії на провінцію "
 ADD_TEMP_CLAIM_EFFECT:0 "Отримає тимчасові претензії на провінцію §Y$PROV$§W.\n"
 REM_TEMP_CLAIM_EFFECT:0 "Втратить тимчасові претензії на провінцію §Y$PROV$§W.\n"
 IS_NOT_WASTELAND:0 " не є пустищем"
 IS_WASTELAND:0 " є пустищем"
 IS_NOT_CRUSADE_TARGET:0 "Не є метою хрестового походу"
 IS_CRUSADE_TARGET:0 "Є метою хрестового походу"
 CV_RULEDBY:0 "$NAME$ $SURNAME$"
 DIPRELCH_SAMEDYNASTY:0 "Однакова династія"
 DIPRELCH_BANNED:0 "Оголошення поза законом Імперії"
 HEIR:0 "Спадкоємець"
 PRONOUN_HIS:0 "його"
 PRONOUN_HER:0 "її"
 HEIR_INFO:0 "Вік: §Y$AGE$§W. Права: $CLAIM$."
 HEIR_AGE:0 "Вік: §Y$AGE$§!"
 HEIR_CLAIM:0 "Права: $CLAIM$"
 CLAIM_WEAK:0 "§Rсумнівні§W"
 CLAIM_AVERAGE:0 "§Yзвичайні§W"
 CLAIM_STRONG:0 "§Gнезаперечні§W"
 NO_HEIR:0 "Немає законного спадкоємця"
 NO_HEIR_DESC:0 "Без спадкоємця трону, у разі смерті нашого правителя, на нашу державу чекає примарне майбутнє."
 NO_QUEEN_DESC:0 "У нас немає Консорта."
 NO_QUEEN_DESC_DELAYED:0 "Консорти мають шанс згенеруватися коли у вас з'являється спадкоємець або коли ви берете династичний шлюб."
 OUR_HEIR:0 "Наш спадкоємець"
 THEIR_HEIR:0 "Їхній спадкоємець"
 HAS_NO_HEIR:0 "Немає спадкоємця трону"
 HAS_AN_HEIR:0 "Є спадкоємець трону"
 HEIR_CLAIM_WEAKER_THAN:0 "Права спадкоємця менші ніж "
 HEIR_CLAIM_STRONGER_THAN:0 "Права спадкоємця більші ніж "
 NO_QUEEN:0 "Немає Консорта"
 OUR_QUEEN:0 "Наш Консорт $QUEENPRINCE$"
 THEIR_QUEEN:0 "Їхній Консорт $QUEENPRINCE$"
 HAS_NO_QUEEN:0 "Немає Консорта $QUEENPRINCE$"
 HAS_A_QUEEN:0 "Є Консорт $QUEENPRINCE$"
 SAME_DYNASTY:0 "Однакова династія"
 REGENCY_FOR:0 "Регент монарха $HEIR$ (Вік: §Y$AGE$§W)."
 REGENCY_END:0 "Регентство закінчиться $DATE|Y$"
 merchant_republic_ruler_germanic:0 "Штатгальтер"
 merchant_republic_ruler_british:0 "Штатгальтер"
 merchant_republic_ruler_scandinavian:0 "Штатгальтер"
 merchant_republic_ruler_west_slavic:0 "Намісник"
 merchant_republic_ruler_south_slavic:0 "Намісник"
 merchant_republic_ruler_muslim:0 "Шейх"
 merchant_republic_ruler_sikhism:0 "Сардар"
 oligarchic_republic_ruler_muslim:0 "Емір"
 administrative_republic_ruler_muslim:0 "Емір"
 republican_dictatorship_ruler_muslim:0 "Емір"
 constitutional_republic_ruler_muslim:0 "Візир"
 revolutionary_republic_ruler_muslim:0 "Емір"
 oligarchic_republic_ruler_sikh:0 "Сардар"
 administrative_republic_ruler_sikhism:0 "Сардар"
 republican_dictatorship_ruler_sikhism:0 "Сардар"
 constitutional_republic_ruler_sikhism:0 "Сардар"
 revolutionary_republic_ruler_sikhism:0 "Сардар"
 administrative_republic_ruler_germanic:0 "Синдик"
 administrative_republic_ruler_british:0 "Штатгальтер"
 administrative_republic_ruler_scandinavian:0 "Штатгальтер"
 administrative_republic_ruler_west_slavic:0 "Намісник"
 administrative_republic_ruler_south_slavic:0 "Намісник"
 administrative_republic_ruler_dutch:0 "Статхаудер"
 administrative_republic_ruler_flemish:0 "Статхаудер"
 oligarchic_republic_ruler_germanic:0 "Синдик"
 oligarchic_republic_ruler_british:0 "Штатгальтер"
 oligarchic_republic_ruler_scandinavian:0 "Штатгальтер"
 oligarchic_republic_ruler_west_slavic:0 "Намісник"
 oligarchic_republic_ruler_south_slavic:0 "Намісник"
 oligarchic_republic_ruler_dutch:0 "Статхаудер"
 oligarchic_republic_ruler_flemish:0 "Статхаудер"
 ON_MONARCH_DEATH:0 "У випадку смерті монарха"
 MDEATH_WEAK_CLAIM:0 "Підніме повстання один із претендентів на трон."
 MDEATH_PU_BREAKS:0 "Буде розірвано особисту унію з державою §Y$COUNTRY$§W."
 MDEATH_PU_STARTS:0 "Буде укладено особисту унію з державою §Y$COUNTRY$§W."
 MDEATH_REGENCY_RULE:0 "§Y$HEIR_NAME$§W зійде на трон під опікою регента."
 MDEATH_HEIR_SUCCEEDS:0 "§Y$HEIR_NAME$§W зійде на трон."
 MDEATH_KNOWN_DYNASTY:0 "Представник роду §Y$DYNASTY$§W зійде на трон."
 MDEATH_UNKNOWN_DYNASTY:0 "§Y$COUNTRY_ADJ$ий§W аристократ займе престол."
 MDEATH_SUCCESSION_WAR:0 "Почнеться війна за спадщину між державами §Y$COUNTRY1$§W і §Y$COUNTRY2$§W."
 MDEATH_INHERITED:0 "Всі землі держави §Y$COUNTRY1$§W будуть успадковані правителем держави §Y$COUNTRY2$§W."
 NOCLAIMDESC:0 "В них не повинно бути законного спадкоємця, або ж його права на престол повинні бути сумнівними."
 NOCLAIMTOOMANY:0 "На їхній трон вже є два претенденти."
 CLAIMDESC:1 "Заява претензії на їхній престол дасть нам Саsus Веlli на примус їх до особистої унії в ролі нашого молодшого партнера. Ця дія погіршить наші стосунки з усіма державами, з якими у нас укладено династичний шлюб."
 CLAIMNEWDESC:1 "Бажаєте заявити про права на престол держави $COUNTRY$? Ми отримаємо Саsus Веlli на примус їх до особистої унії в ролі нашого молодшого партнера. Ця дія погіршить наші стосунки з усіма державами, з якими у нас укладено династичний шлюб."
 NOCLAIMPRESTIGE:0 "Ми повинні мати більше престижу, ніж вони."
 NOFORMUNIONRELIGION:0 "§Y$RELIGION$§! не дозволяє формувати особисті унії."
 NOROYALMARRIAGERELIGION:0 "§Y$RELIGION$§! не дозволяє мати династичні шлюби з іншими релігійними групами."
 HAVE_NOT_SUCC_CLAIM_AGAINST:0 "Не висунуті претензії на трон держави "
 HAVE_SUCC_CLAIM_AGAINST:0 "Висунуті претензії на трон держави "
 CLAIMSTHRONES:0 "Претендує на трон: $LIST$."
 THRONECLAIMEDBY:0 "На трон претендують: $LIST$."
 HRE_INFLUENCE:0 "Імперський авторитет"
 IMP_INF_LESS_THAN:0 "Імперський авторитет менше"
 IMP_INF_AT_LEAST:1 "Імперський авторитет щонайменше"
 MANDATE_LESS_THAN:0 "Число мандатів менше"
 MANDATE_AT_LEAST:0 "Число мандатів щонайменше"
 MERITOCRACY_LESS_THAN:0 "Меритократія менше"
 MERITOCRACY_AT_LEAST:0 "Меритократія щонайменше"
 ADD_MERITOCRACY_EFFECT:0 "Меритократія $DIRECTION$ на $VALUE$.\n"
 SET_MERITOCRACY_EFFECT:0 "Меритократія встановлена на значенні $VALUE|Y$\n"
 ADD_IMPERIAL_INFLUENCE:0 "Імперський авторитет $DIRECTION$ на $VALUE$"
 TRADE_EMBARGOING:0 "Оголошує ембарго державі "
 NOT_TRADE_EMBARGOING:0 "Не оголошує ембарго на торгівлю державі "
 OVERLORD_RIVALS_EMBARGOED:0 "Ваш сюзерен вирішив, що ви повинні накласти ембарго на його суперників"
 MAPMODE_SPH:0 "Суперники"
 MAPMODE_UNREST:0 "Рівень заворушень"
 PROTECT:0 "Захищеність"
