l_ukrainian:
 #Estate Privileges and related
 estate_nobles_land_rights:0 "Розширення володінь стану $ESTATE_NAME$"
 estate_maratha_advisor_desc:0 "[Root.MarathaNZ_CAP] відмінно знаються на мистецтві військового вишколу та стратегії. Можна спробувати домовитися про надання привілейованого допуску до їхніх військових інструкторів і тактиків."
 estate_maratha_loyalty_privilege_desc:0 "Якщо ми надамо їм свободу вирішувати їхні власні справи на їхній розсуд, [Root.MarathaNZ] безсумнівно, нададуть велику підтримку іншим нашим політикам."
 estate_maratha_levies_desc:0 "Рекрутування з числа [Root.MarathaRD] забезпечує значну частину армій нашої держави. Можна домовитися про те, щоб вони надали нам більше людей в обмін на іншу компенсацію."
 estate_maratha_levies_for_muslims_desc:0 "Рекрутування з числа [Root.MarathaRD] забезпечує значну частину армій нашої держави. Можна домовитися про те, щоб вони надали нам більше людей в обмін на іншу компенсацію."
 estate_maratha_special_privilege_desc:0 "З посиленням контролю Ради маратхів над військовими справами нашої держави наші армії перетворяться на силу, яка вселятиме жах у серця наших ворогів."
 estate_rajput_rajput_regiments_desc:0 "В обмін на землю грізні раджпутські воїни погодяться служити солдатами нашої держави."
 estate_rajput_military_desc:0 "Надання [Root.RajputDV] повного контролю над нашими військами значно зміцнить наш потенціал, навіть якщо це може дорого коштувати нам в оплаті їхньої участі."
 estate_rajput_advisor_desc:0 "[Root.RajputNZ_CAP] відмінно знаються на мистецтві військового вишколу та стратегії. Можна спробувати домовитися про надання привілейованого допуску до їхніх військових інструкторів і тактиків."
 estate_rajput_loyalty_privilege_desc:0 "Якщо ми надамо їм свободу вирішувати їхні власні справи на їхній розсуд, [Root.RajputNZ] безсумнівно, нададуть велику підтримку іншим нашим політикам."
 estate_rajput_officer_corp_desc:0 "Досвід касти воїнів-раджпутів в питаннях ведення війни не має собі рівних. Хто може краще командувати нашими арміями, ніж їхні лідери?"
 estate_rajput_look_up_purbias_desc:0 "Ми оголосимо, що набираємо досвідчених воїнів-раджпутів, щоб найкращі з цих елітних воїнів були залучені під наші корогви."
 estate_vaisyas_loyalty_privilege_desc:0 "Надання [Root.VaisyasDV] більшої свободи у комерційних справах збільшить їхню готовність підтримати [Root.Monarch.GetTitleOGO]."
 estate_vaisyas_advisor_desc:0 "У питаннях торгівлі [Root.VaisyasNZ] набагато обізнаніші за [Root.Monarch.GetTitleOGO]. Було б нерозумно не скористатися їхніми порадами для того, щоб колеса економіки рухались і далі."
 estate_vaisyas_wartaxes_desc:0 "Досягнення солідарності з [Root.VaisyasOD] суттєво зменшить фінансовий тягар війни для нашої адміністрації."
 estate_burghers_patronage_of_the_arts_desc:0 "Пропонуючи заступництво відомим художникам і інтелектуалам, ми можемо переконати світ в пишноті [Root.GetAdjective]ої культури."
 estate_vaisyas_patronage_of_the_arts_desc:0 "Пропонуючи заступництво відомим художникам і інтелектуалам, ми можемо переконати світ в пишноті [Root.GetAdjective]ої культури."
 estate_nomadic_tribes_primacy_to_the_bannermen_desc:0 "Корогви є основою [Root.GetAdjective]их господарів. Ми повинні дати їм все необхідне, щоб вони надали нам найстрашнішу силу."
 estate_nobles_supremacy_over_crown_desc:0 "В умовах, коли чаша терезів схиляється в бік децентралізації влади, стани все частіше можуть диктувати свої пріоритети [Root.Monarch.GetTitleOMU], не залишаючи [Root.Monarch.GetHerHim] іншого вибору, крім як погодитися з їхнею волею."
 estate_brahmins_supremacy_over_crown_desc:0 "В умовах, коли чаша терезів схиляється в бік децентралізації влади, стани все частіше можуть диктувати свої пріоритети [Root.Monarch.GetTitleOMU], не залишаючи [Root.Monarch.GetHerHim] іншого вибору, крім як погодитися з їхнею волею."
 estate_burghers_monopoly_of_textiles_desc:0 "Текстильна промисловість є природною сферою діяльності підприємницьких класів. Абсолютно справедливо, що вони повинні отримати над нею повний контроль."
 estate_burghers_monopoly_of_dyes_desc:0 "На барвниках можна заробити чималі гроші: розкішний товар, котрий забарвлює буденний світ яскравими кольорами, що тішать око. За словами [Root.BurghersRD], прибутки від цієї торгівлі теж будуть тішити."
 estate_burghers_monopoly_of_glass_desc:0 "Скляні прикраси – це витончені предмети розкоші, що дуже вигідні для тих, хто володіє мистецтвом їхнього виготовлення. Серед [Root.BurghersRD] є професійні склодуви, охочі насамперед мати монополію на виробництво свого посуду."
 estate_burghers_monopoly_of_paper_desc:0 "У нашому суспільстві, яке нещодавно навчилося грамоти, відчувається велика потреба в папері. Настільки, що підприємці з числа [Root.BurghersRD] жадають встановити прямий контроль над прибутками, пов'язаними з його виробництвом."
 estate_vaisyas_monopoly_of_textiles_desc:0 "Текстильна промисловість є природною сферою діяльності підприємницьких класів. Абсолютно справедливо, що вони повинні отримати над нею повний контроль."
 estate_vaisyas_monopoly_of_dyes_desc:0 "На барвниках можна заробити чималі гроші: розкішний товар, котрий забарвлює буденний світ яскравими фарбами, що тішать око. За словами [Root.VaisyasRD], прибутки від цієї торгівлі теж будуть тішити."
 estate_vaisyas_monopoly_of_glass_desc:0 "Скляні прикраси – це витончені предмети розкоші, що дуже вигідні для тих, хто володіє мистецтвом їхнього виготовлення. Серед [Root.VaisyasRD] є професійні склодуви, охочі насамперед мати монополію на виробництво свого посуду."
 estate_vaisyas_monopoly_of_paper_desc:0 "У нашому суспільстві, яке нещодавно навчилося грамоти, відчувається велика потреба в папері. Настільки, що підприємці з числа [Root.VaisyasRD] жадають встановити прямий контроль над прибутками, пов'язаними з його виробництвом."
 estate_jains_monopoly_of_textiles_desc:0 "Текстильна промисловість є природною сферою діяльності підприємницьких класів. Абсолютно справедливо, що вони повинні отримати над нею повний контроль."
 estate_jains_monopoly_of_dyes_desc:0 "На барвниках можна заробити чималі гроші, розкішний товар, котрий забарвлює буденний світ яскравими фарбами, що тішать око. За словами [Root.JainsRD], прибутки від цієї торгівлі теж будуть тішити."
 estate_jains_monopoly_of_glass_desc:0 "Скляні прикраси – це витончені предмети розкоші, що дуже вигідні для тих, хто володіє мистецтвом їхнього виготовлення. Серед [Root.JainsRD] є професійні склодуви, охочі насамперед мати монополію на виробництво свого посуду."
 estate_jains_monopoly_of_paper_desc:0 "У нашому суспільстві, яке нещодавно навчилося грамоти, відчувається велика потреба в папері. Настільки, що підприємці з числа [Root.JainsRD] жадають встановити прямий контроль над прибутками, пов'язаними з його виробництвом."
 estate_nobles_monopoly_of_metals_desc:0 "Без заліза наші армії були би беззубі. Тільки [Root.NoblesDV] можна довірити управління цими прибутками, адже саме вони вносять найбільший внесок в армію нашої держави."
 estate_nobles_monopoly_of_livestock_desc:0 "Наші тваринники виконують цінну роботу, годують нашу велику націю. Хто може керувати своїми прибутками краще, ніж [Root.NoblesNZ], які володіють більшою частиною землі в сільських районах, де працюють фермери?"
 estate_nobles_monopoly_of_gems_desc:0 "Красивий коштовний камінь може коштувати більше, ніж його вага в золоті. Тож не дивно, що [Root.NoblesNZ] бажають контролювати прибутки від торгівлі ними."
 estate_rajput_monopoly_of_metals_desc:0 "Без заліза наші армії були би беззубі. Тільки [Root.RajputDV] можна довірити управління цими прибутками, адже саме вони вносять найбільший внесок в армію нашої держави."
 estate_rajput_monopoly_of_livestock_desc:0 "Наші тваринники виконують цінну роботу, годують нашу велику націю. Хто може керувати своїми прибутками краще, ніж [Root.RajputNZ], які володіють більшою частиною землі в сільських районах, де працюють фермери?"
 estate_rajput_monopoly_of_gems_desc:1 "Красивий коштовний камінь може коштувати більше, ніж його вага в золоті. Тож не дивно, що [Root.RajputNZ] бажають контролювати прибутки від торгівлі ними."
 estate_maratha_monopoly_of_metals_desc:0 "Без заліза наші армії були би беззубі. Тільки [Root.MarathaDV] можна довірити управління цими прибутками, адже саме вони вносять найбільший внесок в армію нашої держави."
 estate_maratha_monopoly_of_livestock_desc:0 "Наші тваринники виконують цінну роботу, годують нашу велику націю. Хто може керувати своїми прибутками краще, ніж [Root.MarathaNZ], яким перш за все потрібні свої продукти, щоб прогодувати та забезпечити свої армії для наших воєн?"
 estate_maratha_monopoly_of_gems_desc:0 "Красивий коштовний камінь може коштувати більше, ніж його вага в золоті. Тож не дивно, що [Root.MarathaNZ] бажають контролювати прибутки від торгівлі ними."
 estate_church_monopoly_of_incense_desc:0 "Пахощі та інші духмяні прянощі, що так популярні в наших релігійних обрядах, коштують дорого. [Root.ChurchNZ_CAP] хочуть контролювати їхнє виробництво, щоб вони могли стати вигодою, а не тягарем для їхніх ресурсів."
 estate_church_monopoly_of_wool_desc:0 "Проста вовна – це життєво важливий товар, незамінний для простих людей. Замість того, щоб покластися в постачанні на самохіть, [Root.ChurchNZ] керуватимуть її виробництвом, щоб їхня паства ніколи не турбувалася про одяг."
 estate_church_monopoly_of_wine_desc:0 "Пиво виготовляють люди, вино – Бог, так мовиться в приказці. Звичайно, що [Root.ChurchNZ] найбільше прагнуть контролювати свої прибутки. Сподіватимемося, що вони залишать достатньо продукції для всіх нас!"
 estate_church_monopoly_of_slaves_desc:0 "Наші боги вимагають регулярних жертв, щоб стримувати свою лють. Надання [Root.ChurchDV] повного контролю над торгівлею рабами – розумна міра обережності, що забезпечить підтримку готового запасу душ."
 estate_brahmins_monopoly_of_incense_desc:0 "Пахощі та інші духмяні прянощі, що так популярні в наших релігійних обрядах, коштують дорого. [Root.BrahminsNZ_CAP] хочуть контролювати їхнє виробництво, щоб вони могли стати вигодою, а не тягарем для їхніх ресурсів."
 estate_brahmins_monopoly_of_wool_desc:0 "Проста вовна – це життєво важливий товар, незамінний для простих людей. Замість того, щоб покластися в постачанні на самохіть, [Root.BrahminsNZ] керуватимуть її виробництвом, щоб їхня паства ніколи не турбувалася про одяг."
 estate_nobles_junker_primacy_desc:0 "Сільські юнкери Прусії – впливове лобі в нашій державі. Саме вони очолюють наші армії, і саме люди з їхніх маєтків формують кістяк армії, посилений дисципліною, яку прищеплює їхнє керівництво. Визнавши їхній заслужений статус, ми дозволимо їм сфокусувати свою увагу на досягненні панівного становища наших збройних сил."
 estate_nobles_golden_liberty_desc:1 "[Root.NoblesNZ_CAP] мають великий контроль над [Root.GetAdjective]ою державою і гарантують рівні права незалежно від рангу або економічного статусу. У результаті, управління без згоди [Root.NoblesRD] практично неможливе, а противитися їхній волі було б нерозумно для монарха, не впевненого у своїй позиції."
 estate_nobles_nieszawa_privileges_desc:0 "Нешавські привілеї вимагають, щоб [Root.Monarch.GetTitleKHTO] заручався згодою [Root.NoblesRD] при прийнятті нових законів, при мобілізації збройних сил або при введенні нових податків."
 estate_nobles_pacta_conventa_desc:0 "Pacta Conventa – це офіційний договір між обраним монархом та Сеймом, який передає контроль над державою останньому, змушуючи монарха просити Сейм дозволити будь-які нові політики чи закони."
 estate_nobles_veto_heir_apparent_desc:0 "За нашої системи виборної монархії може трапитися так, що очевидним спадкоємцем може стати іноземець або особа, яка з тих чи інших причин не може займати цю посаду. Однак можна було б укласти нову угоду з [Root.NoblesOD], в рамках якої таких результатів можна було б запобігти за допомогою королівського вето, хоча все ж до застосування цього вето поставляться несхвально."
 estate_burghers_the_great_privilege_desc:0 "Значні поступки необхідні, щоб забезпечити мовчазну згоду Імператора і його прихильників в Нижніх Землях для продовження там нашого правління."
 estate_burghers_exclusive_trade_rights_desc:0 "Добробут [Root.BurghersRD] залежить від торгівлі. Їхнє становище буде значно укріплено, якщо ми надамо їм певний ступінь абсолютної влади над одержуваними від неї прибутками. Такий крок, без сумніву, знайшов би відгук у вигляді більшої підтримки [Root.Monarch.GetTitleOGO]."
 estate_vaisyas_exclusive_trade_rights_desc:0 "Добробут [Root.VaisyasRD] залежить від торгівлі. Їхнє становище буде значно укріплено, якщо ми надамо їм певний ступінь абсолютної влади над одержуваними від неї прибутками. Такий крок, без сумніву, знайшов би відгук у вигляді більшої підтримки [Root.Monarch.GetTitleOGO]."
 estate_jains_exclusive_trade_rights_desc:0 "Добробут [Root.JainsRD] залежить від торгівлі. Їхнє становище буде значно укріплено, якщо ми надамо їм певний ступінь абсолютної влади над одержуваними від неї прибутками. Такий крок, без сумніву, знайшов би відгук у вигляді більшої підтримки [Root.Monarch.GetTitleOGO]."
 estate_burghers_control_over_monetary_policy_desc:0 "Надавши [Root.BurghersDV] останнє слово в питаннях грошової політики, держава гарантує, що при прийнятті ключових економічних рішень їхні комерційні інтереси будуть враховані."
 estate_vaisyas_control_over_monetary_policy_desc:0 "Надавши [Root.VaisyasDV] останнє слово в питаннях грошової політики, держава гарантує, що при прийнятті ключових економічних рішень їхні комерційні інтереси будуть враховані."
 estate_jains_control_over_monetary_policy_desc:0 "Надавши [Root.JainsDV] останнє слово в питаннях грошової політики, держава гарантує, що при прийнятті ключових економічних рішень їхні комерційні інтереси будуть враховані."
 estate_burghers_private_trade_fleets_desc:0 "Багатства, одержувані від судноплавства, особливо важливі для [Root.BurghersRD], оскільки становлять значну частину їхнього прибутку. Цілком справедливим буде дозволити їм утримувати приватні флоти для захисту цієї торгівлі від зривів."
 estate_vaisyas_private_trade_fleets_desc:0 "Багатства, одержувані від судноплавства, особливо важливі для [Root.VaisyasRD], оскільки становлять значну частину їхнього прибутку. Цілком справедливим буде дозволити їм утримувати приватні флоти для захисту цієї торгівлі від зривів."
 estate_jains_private_trade_fleets_desc:0 "Багатства, одержувані від судноплавства, особливо важливі для [Root.JainsRD], оскільки становлять значну частину їхнього прибутку. Цілком справедливим буде дозволити їм утримувати приватні флоти для захисту цієї торгівлі від зривів."
 estate_brahmins_for_the_faith_desc:0 "Воювати за нашу віру – головне покликання всіх шляхетних гіндуїстів."
 estate_burghers_prussian_confederation_desc:0 "Міста Прусії є потужною і часто бунтівною силою в тевтонській державі. Тільки надавши їм значні поступки, нам вдасться їх вгамувати та приборкати їхні бунтарські настрої."
 estate_nobles_statutory_rights_desc:0 "В обмін на їхню підтримку в потрібний момент, [Root.Monarch.GetTitleKHTO] погоди[Root.Monarch.GetMEndVSia] надати станам значні права, які накладають суворі обмеження на [Root.Monarch.GetHerHis] повноваження."
 estate_burghers_statutory_rights_desc:0 "В обмін на їхню підтримку в потрібний момент, [Root.Monarch.GetTitleKHTO] погоди[Root.Monarch.GetMEndVSia] надати станам значні права, які накладають суворі обмеження на [Root.Monarch.GetHerHis] повноваження."
 estate_church_statutory_rights_desc:0 "В обмін на їхню підтримку в потрібний момент, [Root.Monarch.GetTitleKHTO] погоди[Root.Monarch.GetMEndVSia] надати станам значні права, які накладають суворі обмеження на [Root.Monarch.GetHerHis] повноваження."
 estate_brahmins_statutory_rights_desc:0 "В обмін на їхню підтримку в потрібний момент, [Root.Monarch.GetTitleKHTO] погоди[Root.Monarch.GetMEndVSia] надати станам значні права, які накладають суворі обмеження на [Root.Monarch.GetHerHis] повноваження."

 estate_seize_land_interaction_tooltip_1:0 "§Y1§! наша область отримає §R10§! до заворушень.\nВ §Y1§! нашій провінції станеться §Rповстання§!."
 estate_seize_land_interaction_tooltip_10:0 "§Y2§! наші області отримають §R10§! до заворушень.\nУ §Y2§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_20:0 "§Y3§! наші області отримають §R10§! до заворушень.\nУ §Y3§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_30:0 "§Y4§! наші області отримають §R10§! до заворушень.\nУ §Y4§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_40:0 "§Y5§! наших областей отримають §R10§! до заворушень.\nУ §Y5§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_50:0 "§Y6§! наших областей отримають §R10§! до заворушень.\nУ §Y6§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_60:0 "§Y7§! наших областей отримають §R10§! до заворушень.\nУ §Y7§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_70:0 "§Y8§! наших областей отримають §R10§! до заворушень.\nУ §Y8§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_80:0 "§Y9§! наших областей отримають §R10§! до заворушень.\nУ §Y9§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_90:0 "§Y10§! наших областей отримають §R10§! до заворушень.\nУ §Y10§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_100:0 "§Y11§! наших областей отримають §R10§! до заворушень.\nВ §Y11§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_110:0 "§Y12§! наших областей отримають §R10§! до заворушень.\nУ §Y12§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_120:0 "§Y13§! наших областей отримають §R10§! до заворушень.\nУ §Y13§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_130:0 "§Y14§! наших областей отримають §R10§! до заворушень.\nУ §Y14§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_140:0 "§Y15§! наших областей отримають §R10§! до заворушень.\nУ §Y15§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_150:0 "§Y16§! наших областей отримають §R10§! до заворушень.\nУ §Y16§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_160:0 "§Y17§! наших областей отримають §R10§! до заворушень.\nУ §Y17§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_170:0 "§Y18§! наших областей отримають §R10§! до заворушень.\nУ §Y18§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_180:0 "§Y19§! наших областей отримають §R10§! до заворушень.\nУ §Y19§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_190:0 "§Y20§! наших областей отримають §R10§! до заворушень.\nУ §Y20§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_200:0 "§Y21§! наша область отримає §R10§! до заворушень.\nУ §Y21§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_210:0 "§Y22§! наші області отримають §R10§! до заворушень.\nУ §Y22§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_220:0 "§Y23§! наші області отримають §R10§! до заворушень.\nУ §Y23§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_230:0 "§Y24§! наші області отримають §R10§! до заворушень.\nУ §Y24§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_240:0 "§Y25§! наших областей отримають §R10§! до заворушень.\nУ §Y25§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_250:0 "§Y26§! наших областей отримають §R10§! до заворушень.\nУ §Y26§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_260:0 "§Y27§! наших областей отримають §R10§! до заворушень.\nУ §Y27§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_270:0 "§Y28§! наших областей отримають §R10§! до заворушень.\nУ §Y28§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_280:0 "§Y29§! наших областей отримають §R10§! до заворушень.\nУ §Y29§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_290:0 "§Y30§! наших областей отримають §R10§! до заворушень.\nУ §Y30§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_300:0 "§Y31§! наша область отримає §R10§! до заворушень.\nУ §Y31§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_310:0 "§Y32§! наші області отримають §R10§! до заворушень.\nУ §Y32§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_320:0 "§Y33§! наші області отримають §R10§! до заворушень.\nУ §Y33§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_330:0 "§Y34§! наші області отримають §R10§! до заворушень.\nУ §Y34§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_340:0 "§Y35§! наших областей отримають §R10§! до заворушень.\nУ §Y35§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_350:0 "§Y36§! наших областей отримають §R10§! до заворушень.\nУ §Y36§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_360:0 "§Y37§! наших областей отримають §R10§! до заворушень.\nУ §Y37§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_370:0 "§Y38§! наших областей отримають §R10§! до заворушень.\nУ §Y38§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_380:0 "§Y39§! наших областей отримають §R10§! до заворушень.\nУ §Y39§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_390:0 "§Y40§! наших областей отримають §R10§! до заворушень.\nУ §Y40§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_400:0 "§Y41§! наша область отримає §R10§! до заворушень.\nУ §Y41§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_410:0 "§Y42§! наші області отримають §R10§! до заворушень.\nУ §Y42§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_420:0 "§Y43§! наші області отримають §R10§! до заворушень.\nУ §Y43§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_430:0 "§Y44§! наші області отримають §R10§! до заворушень.\nУ §Y44§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_440:0 "§Y45§! наших областей отримають §R10§! до заворушень.\nУ §Y45§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_450:0 "§Y46§! наших областей отримають §R10§! до заворушень.\nУ §Y46§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_460:0 "§Y47§! наших областей отримають §R10§! до заворушень.\nУ §Y47§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_470:0 "§Y48§! наших областей отримають §R10§! до заворушень.\nУ §Y48§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_480:0 "§Y49§! наших областей отримають §R10§! до заворушень.\nУ §Y49§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_490:0 "§Y50§! наших областей отримають §R10§! до заворушень.\nУ §Y50§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_500:0 "§Y51§! наша область отримає §R10§! до заворушень.\nУ §Y51§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_510:0 "§Y52§! наші області отримають §R10§! до заворушень.\nУ §Y52§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_520:0 "§Y53§! наші області отримають §R10§! до заворушень.\nУ §Y53§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_530:0 "§Y54§! наші області отримають §R10§! до заворушень.\nУ §Y54§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_540:0 "§Y55§! наших областей отримають §R10§! до заворушень.\nУ §Y55§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_550:0 "§Y56§! наших областей отримають §R10§! до заворушень.\nУ §Y56§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_560:0 "§Y57§! наших областей отримають §R10§! до заворушень.\nУ §Y57§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_570:0 "§Y58§! наших областей отримають §R10§! до заворушень.\nУ §Y58§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_580:0 "§Y59§! наших областей отримають §R10§! до заворушень.\nУ §Y59§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_590:0 "§Y60§! наших областей отримають §R10§! до заворушень.\nУ §Y60§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_600:0 "§Y61§! наша область отримає §R10§! до заворушень.\nУ §Y61§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_610:0 "§Y62§! наші області отримають §R10§! до заворушень.\nУ §Y62§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_620:0 "§Y63§! наші області отримають §R10§! до заворушень.\nУ §Y63§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_630:0 "§Y64§! наші області отримають §R10§! до заворушень.\nУ §Y64§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_640:0 "§Y65§! наших областей отримають §R10§! до заворушень.\nУ §Y65§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_650:0 "§Y66§! наших областей отримають §R10§! до заворушень.\nУ §Y66§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_660:0 "§Y67§! наших областей отримають §R10§! до заворушень.\nУ §Y67§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_670:0 "§Y68§! наших областей отримають §R10§! до заворушень.\nУ §Y68§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_680:0 "§Y69§! наших областей отримають §R10§! до заворушень.\nУ §Y69§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_690:0 "§Y70§! наших областей отримають §R10§! до заворушень.\nУ §Y70§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_700:0 "§Y71§! наша область отримає §R10§! до заворушень.\nУ §Y71§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_710:0 "§Y72§! наші області отримають §R10§! до заворушень.\nУ §Y72§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_720:0 "§Y73§! наші області отримають §R10§! до заворушень.\nУ §Y73§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_730:0 "§Y74§! наші області отримають §R10§! до заворушень.\nУ §Y74§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_740:0 "§Y75§! наших областей отримають §R10§! до заворушень.\nУ §Y75§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_750:0 "§Y76§! наших областей отримають §R10§! до заворушень.\nУ §Y76§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_760:0 "§Y77§! наших областей отримають §R10§! до заворушень.\nУ §Y77§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_770:0 "§Y78§! наших областей отримають §R10§! до заворушень.\nУ §Y78§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_780:0 "§Y79§! наших областей отримають §R10§! до заворушень.\nУ §Y79§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_790:0 "§Y80§! наших областей отримають §R10§! до заворушень.\nУ §Y80§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_800:0 "§Y81§! наша область отримає §R10§! до заворушень.\nУ §Y81§! нашій провінції стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_810:0 "§Y82§! наші області отримають §R10§! до заворушень.\nУ §Y82§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_820:0 "§Y83§! наші області отримають §R10§! до заворушень.\nУ §Y83§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_830:0 "§Y84§! наші області отримають §R10§! до заворушень.\nУ §Y84§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_840:0 "§Y85§! наших областей отримають §R10§! до заворушень.\nУ §Y85§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_850:0 "§Y86§! наших областей отримають §R10§! до заворушень.\nУ §Y86§! наших провінціях стануться §Rповстання§!."
 estate_seize_land_interaction_tooltip_860:0 "§Y87§! наших областей отримають §R10§! до заворушень.\nУ §Y87§! наших провінціях стануться §Rповстання§!."
