l_ukrainian:
 theocracy.1.t:0 "Державі $COUNTRY$ потрібен спадкоємець"
 EVTNAME831:0 "Забагато боягузів"
 EVTDESC831:0 "Через нашу військову доктрину перенесення уваги на наступ, стає все важче знайти відважних селян, щоб поповнювати наші ряди. Смішні скарги про небажання бути гарматним м'ясом наші вербувальники чують все частіше."
 EVTOPTB831A:0 "Дурні втрачають свій шанс на славу"
 EVTNAME832:0 "Наша слава"
 EVTDESC832:0 "Наше рішення зосередитися на наступі призвело до того, що багато наших сусідів дивляться із заздрістю та занепокоєнням на наші славні війська, які завжди готові дати відсіч будь-якому ворогу."
 EVTOPTB832A:0 "Дійсно"
 EVTNAME833:0 "Аристократи не хочуть служити"
 EVTDESC833:0 "Аристократи неохоче йдуть служити до нашої армії через нашу зосередженість на обороні. Вони стурбовані відсутністю можливостей здобути славу, ховаючись позаду укріплень."
 EVTOPTB833A:0 "Вони просто не розуміють"
 EVTOPTB833B:0 "Трохи золота їх переконає"
 EVTNAME834:0 "Незадоволення селян"
 EVTDESC834:0 "З нашою зосередженістю на оборонній тактиці, ми почали розчищати землі навколо укріплень, будувати рви та створювати відкриті простори для ведення вогню. Люди, які мають землю навколо укріплень, відреагували на це дуже нелояльно."
 EVTOPTB834A:0 "Ну, форт повинен протриматися до підходу підкріплень."
 EVTNAME835:0 "Експерт з фортифікації"
 EVTDESC835:0 "З того часу, як ми зосередилися на філософії посилення оборони, простий інженер (посада на нижній частині військової ієрархії) отримав шанс створити насправді геніальні речі."
 EVTOPTB835A:0 "По-моєму, він досить непоганий..."
 ideagroups.802.b:0 "Хай він поліпшить оборону в своїй рідній провінції."
 EVTNAME836:0 "Стагнація ідей військово-морської справи"
 EVTDESC836:0 "Відколи наша увага зсунулася з флоту на армію, деякі з наших майстрів-корабелів вирішили шукати роботу в іншому місці. Від цього постраждала робота наших корабелень."
 EVTOPTB836A:0 "Це слід було очікувати"
 EVTNAME837:0 "Військово-морські офіцери звільняються"
 EVTDESC837:0 "Наше рішення посилити увагу до армії призвело до звільнень зі служби перспективних молодих морських офіцерів. Вони стверджують, що в них тепер менше можливостей для кар'єрного просування, ніж раніше."
 EVTOPTB837A:0 "Чорт"
 EVTNAME838:0 "Приклад для всіх нас"
 EVTDESC838:0 "Після того, як армія почала користуватися збільшенням нашої уваги, багато молодих офіцерів шукають можливості відзначитися. Один капітан, зокрема, виділяється як відмінний боєць!"
 EVTOPTB838A:0 "Цікаво."
 EVTNAME839:0 "Арсенали покинуті"
 EVTDESC839:0 "Після зосередження нашої уваги на морських питаннях, наші військові арсенали, що постачають армію, спорожніли. Досвідчені майстри шукають роботу в інших місцях."
 EVTOPTB839A:0 "Невтішно"
 EVTNAME840:0 "Генерали йдуть у відставку"
 EVTDESC840:0 "Нещодавнє рішення приділяти більшу увагу флоту спричинило вихід на пенсію кількох генералів. Вони відчувають, що мають менше можливостей здобути славу."
 EVTOPTB840A:0 "Ну, добре"
 EVTNAME842:0 "Непридатні рекрути"
 EVTDESC842:0 "Після нашого рішення посилити стандарти якості нашої армії, цілий ряд потенційних новобранців на жаль має бути визнаним непридатним до служби."
 EVTOPTB842A:0 "Ми повинні відокремити зерна від плевел"
 EVTNAME843:1 "[Root.GetNoblesReplacementForOtherGovernments] стурбовані"
 EVTDESC843:1 "Оскільки наша армія все більше орієнтується на якість, є побоювання, що традиційна армія – лояльна перед усім до них, а вже потім до країни – втрачена назавжди. На щастя, вони ще більше стурбовані тим, що ця нова модель армії опиниться найпереконливішим аргументом проти будь-яких надмірно гучних скарг... [Root.GetNoblesReplacementForOtherGovernments] особливо стурбовані тим, що їхні позиції можуть бути загрожені."
 EVTOPTB843A:0 "Нема про що хвилюватися"
 EVTNAME844:0 "Новий комендант"
 EVTDESC844:0 "Оскільки ми зацікавлені у більш дисциплінованій армії, наші командири посилено працюють над муштруванням військ до досконалості. Одна людина особливо показує реальні перспективи."
 EVTOPTB844A:0 "Дуже добре"
 EVTNAME845:0 "Люди сміються над нашою армією"
 EVTDESC845:0 "Хоча рішення зробити чисельну армію знайшло підтримку в нашій країні, неотесані іноземці сміються над нами, кажучи, що наша армія не більше, як недисциплінований натовп."
 EVTOPTB845A:0 "Нехай сміються."
 EVTNAME846:0 "Лідерів важко знайти"
 EVTDESC846:0 "Ми мудро вирішили підтримувати кількість за рахунок якості. Однак у новій величезній армії з'явилися непередбачені проблеми пошуку талановитих офіцерів серед мас."
 EVTOPTB846A:0 "Безсумнівно, все скоро покращиться"
 EVTNAME847:0 "Нова організація"
 EVTDESC847:0 "Деякі вважали, що наше рішення на користь кількості перед якістю нерозумним, що це призведе до послаблення керівництва або навіть перетворить нашу армію на посміховище – але вони помилялися. Наша нова велика армія відкрила шляхи для талановитих військових зайняти вищі рівні в організації та ще більше посилити армію."
 EVTOPTB847A:0 "Добре"
 EVTNAME729:0 "Удосконалення столиці"
 EVTDESC729:0 "Велич нашої столиці довгий час нехтувалася. Зараз ми маємо можливість покращити місто та зробити його культурним центром та приводом для гордості. Це може виявитися дорогим, але є й альтернативне рішення."
 EVTOPTA729:0 "Використати армію в якості робочої сили"
 EVTOPTB729:0 "Заплатити гроші"
 EVTNAME730:0 "Даремне дослідження військових технологій"
 EVTDESC730:0 "Кілька видатних людей нашої країни вказують, що наш теперішній шлях військових досліджень абсолютно нерозумний і ні до чого не приведе. Вони вимагають зупинити нинішній підхід і дотримуватися того, що вважали правильним наші батьки."
 EVTOPTA730:0 "Вони праві!"
 EVTOPTB730:0 "Ігнорувати їх"
 EVTNAME731:0 "Даремне дослідження військово-морських технологій!"
 EVTDESC731:0 "Один видатний корабельний майстер нашої країни написав докладний документ про нову технологію кораблебудування, на яку його суперник намагається отримати фінансування. Згідно з документом, цей корабель ніколи не зможе плавати, він може навіть потонути, не встигши покинути гавань."
 EVTOPTA731:0 "Вони праві!"
 EVTOPTB731:0 "Ігнорувати їх"
 EVTNAME732:0 "Нові торгові дослідження єретичні"
 EVTDESC732:0 "Ми отримали скарги від кількох прелатів нашої країни, що нові торгові практики наших купців явно єретичні, і ми повинні покласти цьому край."
 EVTOPTA732:0 "Прийняти їхні вимоги."
 EVTOPTB732:0 "Ігнорувати їх"
 EVTNAME733:0 "Недоліки досліджень для виробництва"
 EVTDESC733:0 "Нові технології виробництва, за чутками, можуть виявитися помилковими, і кілька провідних дворян стверджують, що ми повинні відмовитися від них та повернутися до старих та випробуваних методів."
 EVTOPTA733:0 "Вони праві!"
 EVTOPTB733:0 "Ігнорувати їх"
 EVTNAME734:0 "Потреба в стабільному уряді"
 EVTDESC734:1 "Кілька провідних членів уряду глибоко занепокоєні деякими запропонованими адміністративними змінами. Вони вимагають припинити такі надмірні реформи та повернутися до наших перевірених та випробуваних традицій. Природно, вони уникають згадки про те, як зміни вплинуть на їхній власний стан у суспільстві..."
 EVTOPTA734:0 "Прийняти їхні вимоги."
 EVTOPTB734:0 "Ігнорувати їх"
 EVTNAME735:0 "Покоління курополохів"
 EVTDESC735:1 "Довгі роки миру викликали тривожну відсутність чоловічих чеснот у звичайних людей. Це може викликати катастрофічні наслідки, тому що занадто багато наших недавніх новобранців виявилися боягузами...."
 EVTOPTA735:0 "Позбавитися їх!"
 EVTOPTB735:0 "Вони ним потрібні."
 EVTNAME736:0 "Смерть торговця"
 EVTDESC736:1 "Один з найбільших і найбагатших людей в державі [Root.GetUsableName], [Root.trader_name.GetName], помер не залишивши спадкоємця. Високоповажний торговець, який побудував свої статки на торгівлі, він був відомим покровителем релігії та мистецтва. Тепер, після смерті, він заповів усі свої багатства державі."
 EVTOPTA736:0 "Державі потрібні його гроші."
 EVTOPTB736:0 "Витратити їх за його бажанням."
 EVTNAME737:0 "Знайдено місцевого експерта з фортифікації"
 EVTDESC737:1 "Наші місцеві [Root.GetLowLevelOfficialForCountry] з провінції [local_fortification_expert_province.GetName] повідомляють, що місцева людина, [Root.local_fortification_expert.GetName], має досить цікаві ідеї щодо створення кращих укріплень. Однак він не хоче залишати своє рідне місто."
 EVTOPTA737:0 "Він потрібен країні."
 EVTOPTB737:0 "Нехай залишається вдома."
 EVTNAME738:0 "Наївний родич"
 EVTDESC738:0 "Близький родич нашої правлячої сім'ї поводить себе абсолютно наївно, і продовжує публічно розповідати іноземцям важливу інформацію. По суті це зрада, але страта члена королівської родини може викликати заворушення."
 EVTOPTA738:0 "Стратити його за зраду!"
 EVTOPTB738:0 "Все ж таки він родич..."
 EVTNAME739:0 "Проголошення святим"
 EVTDESC739:0 "Папа щойно оголосив, що один з найбільш поважаних і шанобливих предків нашого правителя був насправді святим. Це привід для великого свята!"
 EVTOPTA739:0 "Вдячний молебен!"
 EVTNAME740:0 "Значне збільшення кількості контрабандистів"
 EVTDESC740:1 "Люди знаходять багато способів обійти сплату податків і збори з перевезення товарів, контрабандуючи їх повз наші пости через різні підпільні канали. Це зменшує наші прибутки, але боротьба з контрабандистами буде дорого коштувати у короткостроковій перспективі."
 EVTOPTA740:0 "Зупинити їх!"
 EVTOPTB740:0 "Це занадто дорого"
 EVTNAME741:0 "Друкарський прес надає переваги"
 EVTDESC741:0 "З моменту винаходу друкарського верстату, все більше книг по найрізноманітнішим галузям знань було опубліковано. Тепер ми можемо побачити від цього користь, оскільки знання поширюються швидше, і більше нових ідей з'являється серед наших філософів і натуралістів."
 EVTOPTA741:0 "Гарні новини!"
 EVTNAME742:0 "Надзвичайна рекрутингова політика"
 EVTDESC742:1 "Ми воюємо, і наші рекрутингові резерви поступово тануть. [Root.Monarch.GetTitleKHTO] [Root.Monarch.GetName], наш великий і компетентний правитель, розробив план для рекрутингу ще більшої кількості людей для виконання їх військового обов'язку. Тим не менш, це може викликати проблеми в сільській місцевості."
 EVTOPTA742:0 "Так багато, як тільки можливо!"
 EVTOPTB742:0 "Тільки тих, кого віддадуть."
 EVTNAME743:0 "Вплив війни"
 EVTDESC743:0 "Високе воєнне виснаження нашої країни призводить до розрухи в державі. Усі – від найблагородніших аристократів – до численних кріпаків відчувають втому та напругу від продовження цієї безглуздої війни."
 EVTOPTA743:0 "Ми повинні укласти мирну угоду!"
 EVTNAME744:0 "Даремна війна!"
 EVTDESC744:0 "Стає зрозумілим, що ми втягнуті у безглузду війну, і повинні скоротити наші витрати та підписати мирну угоду. Продовження боротьби тільки зробить нас схожими на безумців в очах усього світу."
 EVTOPTA744:0 "Краще підписати мирну угоду."
 EVTNAME745:0 "Війна спричиняє появу фракцій"
 EVTDESC745:0 "Жахливий хід цієї війни спровокував появу кількох претендентів на владу. Один з них готовий йти проти нас зі зброєю в руках навіть під час війни."
 EVTOPTA745:0 "Він не зможе виграти війну..."
 EVTNAME746:0 "Зрада провінції $PROVINCENAME$."
 EVTDESC746:0 "Місцева влада провінції $PROVINCENAME$ немає жодних проблем з адаптацією до нових правил і законів окупантів. Тепер, у зв'язку з руйнівним розвитком цієї війни, вони вже вирішили їхню передачу за мирною угодою, і зрадили нас."
 EVTOPTA746:0 "Ми повинні підписати мирну угоду!"
 EVTNAME747:0 "Перехід провінції $FROM$ до держави $COUNTRY$"
 EVTDESC747:0 "Місцева влада провінції $FROM$ немає жодних проблем з адаптацією до нових правил і законів окупантів. Тепер, у зв'язку з руйнівним розвитком цієї війни, вони вже вирішили їхню передачу за мирною угодою, і юридично перейшли під їхню владу."
 EVTOPTA747:0 "Інтегрувати їх у державу $COUNTRY$"
 EVTOPTB747:0 "Це непотрібний шматок землі"
 EVTNAME2038:0 "Закінчення релігійної метушні"
 EVTDESC2038:0 "Нашу країну відновлено від катастрофічних наслідків релігійного розколу, і тепер вона єдина, як ніколи."
 EVTOPTA2038:0 "Одна віра!"
 random_event.EVTNAME1:0 "Підтримка закордонної революції"
 random_event.EVTDESC1:1 "Поки триває революційна війна між нашим суперником, державою [enemy_country.GetUsableName] та їхнім ворогом, державою [former_colony.GetName], все більше людей нашої країни висловлюються, що ми не будемо сидіти склавши руки, а натомість допоможемо тим, хто бореться за свободу в колоніях."
 random_event.EVTOPTA1:0 "Ми не можемо допустити розгрому країн Америки"
 random_event.EVTOPTB1:0 "Це не наша війна"
 random_event.EVTNAME2:1 "Виникла культура в колоніях"
 random_event.EVTDESC2:1 "З плином часу зв'язки між нашою колишньою батьківщиною та колоніями слабшають. Поселенці провінції [american_province.GetName] ледве пов'язують себе з прабатьківщиною. Вони тепер вважають себе американцями, і ця думка набуває поширення по всіх околицях області [american_province.GetAreaName]."
 random_event.EVTDESC2B:0 "З плином часу зв'язки між нашою колишньою батьківщиною та колоніями слабшають. Поселенці провінції [brazilian_province.GetName] ледве пов'язують себе з прабатьківщиною. Вони тепер вважають себе бразильцями, і ця думка набуває поширення по всіх околицях області [brazilian_province.GetAreaName]."
 random_event.EVTDESC2C:0 "З плином часу зв'язки між нашою колишньою батьківщиною та колоніями слабшають. Поселенці провінції [mexican_province.GetName] ледве пов'язують себе з прабатьківщиною. Вони тепер вважають себе мексиканцями, і ця думка набуває поширення по всіх околицях області [mexican_province.GetAreaName]."
 random_event.EVTOPTA2:1 "Прийняти американську культуру."
 random_event.EVTOPTB2:1 "Ми не повинні забувати нашу традиційну культуру."
 random_event.EVTOPTC2:0 "Прийняти бразильську культуру."
 random_event.EVTOPTE2:0 "Прийняти мексиканську культуру.""
 random_event.EVTNAME3:0 "Зрадник у парламенті"
 random_event.EVTDESC3:0 "Стало очевидним, що один з членів нашого уряду займається пособництвом опозиції під час війни. Ми можемо розкрити його і стратити за зраду, але він має широку підтримку у суспільстві, і це може привести до нестабільності."
 random_event.EVTOPTA3:0 "Стратити його"
 random_event.EVTOPTB3:0 "Може він і не причетний"
 random_event.EVTNAME4:0 "Поширення нової релігії?"
 random_event.EVTDESC4:0 "Наша селянська чернь виконує дивні ритуали, пов'язані з якимось... м'ячем? Ми не повинні допустити релігійного безладу!"
 random_event.EVTOPTA4:0 "Принаймні, ми повинні залишити чистими університети!"
 random_event.EVTOPTB4:0 "Мої радники ніколи не чули про футбол?!"
 random_event.EVTNAME5:0 "Погляд наших пращурів"
 random_event.EVTDESC5:0 "Нещодавно люди почали сумніватися в легітимності нашого правління. Ми повинні нагадати їм про наше право керувати!"
 random_event.EVTOPTA5:0 "Слава нашим предкам! Побудувати найвеличніший пам'ятник у світі!"
 random_event.EVTOPTB5:0 "Побудувати витончену статую одного з моїх предків"
 random_event.EVTOPTC5:0 "Не нагадуйте мені більше про діда..."
 random_event.EVTNAME6:0 "Новий чемпіон лицарського турніру"
 random_event.EVTDESC6:0 "Під час нещодавнього лицарського турніру неоголошений простолюдин здивував усіх присутніх, обійшовши всіх, хто стикався з ним, поки він не був оголошений чемпіоном. Тепер ми повинні прийняти незручне рішення про те, що з ним робити."
 random_event.EVTOPTA6:0 "Ця людина повинна вести наші армії!"
 random_event.EVTOPTB6:0 "Посилити правила, щоб переконатися, що це більше не повториться!"
 random_event.EVTNAME7:0 "Новий флагман!"
 random_event.EVTDESC7:0 "наш флот не може бути повним без славного флагмана."
 random_event.EVTOPTA7:0 "Золота прикраса на носі – звучить красиво!"
 random_event.EVTOPTB7:0 "Вважаю, що так..."
 random_event.EVTOPTC7:0 "Доречніше використовувати більш дешеві матеріали"
 random_event.EVTNAME8:0 "Єресь!"
 random_event.EVTDESC8:1 "Ваш [Root.Adm_Advisor.GetTitle] [Root.Adm_Advisor.GetName] сперечався з єпископом під час останнього бенкету. Здається, дебати були досить жаркими, настільки, що Церква надіслала інквізитора розпитати [Root.Adm_Advisor.GetTitleOGO] про [Root.Adm_Advisor.GetHerHis] ідеї. Ви можете використати свій вплив, щоб захистити його, або віддати його церкві, щоб отримати прихильність Папи."
 random_event.EVTOPTA8:0 "Отче, нехай буде твоя воля"
 random_event.EVTOPTB8:0 "Наступного разу додайте отрути в обід єпископа!"
 random_event.EVTNAME9:1 "Своя людина серед ворогів!"
 random_event.EVTDESC9:2 "Один з наших військових експертів, [enemy_country.Mil_Advisor.GetWomanMan] на ім'я [enemy_country.Mil_Advisor.GetName], працює серед наших ворогів в державі [enemy_country.GetUsableName] протягом багатьох років. Зараз [enemy_country.Mil_Advisor.GetSheHe] пропонує свою допомогу, щоб перемогти їх у цій благословенній війні."
 random_event.EVTOPTA9:0 "Попросимо його саботувати фортецю!"
 random_event.EVTOPTB9:1 "Давайте дізнаємося їхні таємниці!"
 random_event.EVTNAME10:0 "Жадібний корсар"
 random_event.EVTDESC10:2 "Ваш найжорстокіший капер, [Root.Dip_Advisor.GetName], вирішив, що ворожих суден вже недостатньо, щоб задовольнити [Root.Dip_Advisor.GetHerHis] пристрасть до грабування і слави, тому [Root.Dip_Advisor.GetSheHe] почав нападати на власний торговий флот. Торговці вимагають від вас [Root.Dip_Advisor.GetHerHis] голову, однак ваш скарбник запропонував домовитися з ним, щоб ваша змучена скарбниця змогла б отримати вигоду з деяких додаткових грошей. Зрештою, [Root.Dip_Advisor.GetWomanMan] насправді є надійним радником..."
 random_event.EVTOPTA10:0 "Ми повинні захистити наших купців, затопивши цю жадібну сволоту!"
 random_event.EVTOPTB10:0 "Гроші не пахнуть, чи не так?"
 random_event.EVTNAME11:0 "Іноземний військовий експерт"
 random_event.EVTDESC11:1 "Наша країна перебуває у стані війни, але військове керівництво до неї не готове! Як видається, рішення цього питання знайдено, коли сьогодні до нашого двору прибув [advisor_origin_country.GetAdjective]ий військовий експерт, [Root.foreign_military_expert.GetName]. Його репутація передує йому, до того ж він непогано розуміє нашу мову, але його послуги чимало коштують. Що ми будемо з ним робити?"
 random_event.EVTOPTA11:0 "Попросити його навчати наших офіцерів."
 random_event.EVTOPTB11:0 "Покласти на нього командування армією."
 random_event.EVTOPTC11:0 "Нам не потрібна іноземна допомога!"
 random_event.EVTNAME12:0 "Білий слон"
 random_event.EVTDESC12:0 "Нам вдалося дістати священного Білого слона, символу королівської влади та правосуддя, миру і процвітання для нашого королівства."
 random_event.EVTOPTA12:0 "Чудово"
 random_event.EVTNAME13:0 "Прибуток у Мекки!"
 random_event.EVTDESC13:0 "Ваша величносте, небувала кількість аристократів і купців з усього ісламського світу зробила цього року паломництво у Мекку. Збільшення перевезень цих багатих людей зміцнило місцеву торгівлю! Куди ми відправимо зібрані податки?"
 random_event.EVTOPTA13:0 "Відправити до моєї скарбниці."
 random_event.EVTOPTB13:0 "Інвестувати в місцеву торгівлю."
 random_event.EVTOPTC13:0 "Пожертвувати на потреби церкви."
 random_event.EVTNAME14:0 "Вражаюча вистава"
 random_event.EVTDESC14:0 "Нещодавно молода жінка-трубадур, [Root.female_troubadour.GetName], яка завоювала славу в Європі за свою нетрадиційну музику, була запрошена виступити перед нашим двором. Один лише вигляд її костюму спонукав весь зал роззявити рота. У її піснях було безліч прикмет тонко замаскованих натяків та згадок про нетрадиційні статеві акти – в одному місці навіть архієпископ почервонів та вибіг з зали. Вистава закінчена, і всі очі звертаються до вас, щоб почути відповідь."
 random_event.EVTOPTA14:0 "Провокаційний і заворожуючий сюжет про романтику та любов у сучасному суспільстві!"
 random_event.EVTOPTB14:0 "Обурлива халтура для дурних людей! Забирайся з моїх очей!"
 random_event.EVTNAME15:0 "Мушкет чи арбалет?"
 random_event.EVTDESC15:0 "При дворі спалахнула дискусія щодо переваг мушкету перед традиційними арбалетними полками. Сподіваючись, що $MONARCHTITLE$ $MONARCH$ буде вражений, та його вдасться переконати, щодо важливості своєї ролі в армії, група ветеранів-арбалетчиків зробила вражаючу демонстрацію. Їхня грація, вміння й точність захопили всіх присутніх."
 random_event.EVTOPTA15:0 "Звичайно арбалети повинні виконувати головну роль."
 random_event.EVTOPTB15:0 "Цим стариганам вже час йти на пенсію."
 random_event.EVTNAME16:0 "Розриви у блокаді"
 random_event.EVTDESC16:0 "Пане, відомий капер може проходити через блокаду та провозити необхідні країні матеріали, але кожного разу він просить все більші суми."
 random_event.EVTOPTA16:0 "Поставки повинні тривати"
 random_event.EVTOPTB16:0 "Нехай йому платять торговці"
 random_event.EVTOPTC16:0 "Ми не будемо вести переговори з шахраями"
 colonial.EVTNAME8:0 "Відьма!"
 colonial.EVTDESC8:1 "The villagers in $PROVINCENAME$ have caught a witch red-handed as they claim she attempted to bake a group of children alive in her oven. The town is in outrage and it seems she is likely to be burnt at the stake. Friends of “evidence” and “logic” in our court claim that the proof for her acts of witchery are flimsy and weak at best, and that burning an innocent woman alive is an abomination, according to both the laws of our land and the holy texts. But since when have facts and logic played any part in the administration of our state?"
 colonial.EVTOPTA8:0 "Спалити відьму, спалити до попелу і кісток!"
 colonial.EVTOPTB8:1 "Усі знають, що відьм не існує. Відпустіть бідну жінку."
 colonial.EVTNAME9:0 "Нове селище"
 colonial.EVTDESC9:1 "Our efforts to develop $PROVINCENAME$ go on, but now some of the settlers have rejected the capital city of the colony and begun establishing a new settlement quite far from the official [Root.Owner.GetAdjective] colony in [Root.GetName]. Now people flock to the second settlement, and we are left to split our efforts. Should we force the settlers to abandon their second colony and rejoin the official state colony, we shall consolidate our efforts in [Root.GetName] and build our colony in a less efficient but more expedient way."
 colonial.EVTOPTA9:1 "Об'єднайте колонії."
 colonial.EVTOPTB9:1 "Дайте обом колоніям рости."
 colonial.EVTNAME10:0 "Конкуруючі міста"
 colonial.EVTDESC10:1 "Our decision to allow both colonies in [Root.GetName] to grow appears to have had some unforeseen benefits. Both colonies are now in direct and fierce competition with each other, each one attempting to attract more settlers than the other. No matter how we stand on this issue, the colonial competition has led to more investments into either colony and has been a great assistance to our efforts to establish a foothold in [Root.GetName]."
 colonial.EVTOPTA10:0 "Конкуренція піде їм на користь"
 colonial.EVTOPTB10:0 "Призначити окремих губернаторів"
 colonial.EVTNAME11:0 "Оборона під загрозою"
 colonial.EVTDESC11:1 "Our decision to allow both colonies in [Root.GetName] to grow appears to have had some unforeseen consequences. Both colonies have been attempting to conduct trade and diplomacy with each other, but the vast distance between the two settlements means that traders and diplomats are vulnerable to both native raiders and bandits attempting to steal our goods. We must find a solution to this issue if the colony in [Root.GetName] is ever to thrive."
 colonial.EVTOPTA11:0 "Думаю, вони зможуть себе захистити"
 colonial.EVTOPTB11:0 "Я вважаю, що ми повинні побудувати ще один форт"
 colonial.EVTNAME12:0 "Поклик до полювання"
 colonial.EVTDESC12:1 "The young men living in $PROVINCENAME$ are far wilder at heart than those back home in the capital. They often wander from the colony to experience life with the [hunter_province_target.Culture.GetName], learn their ways, and many yearn to cast aside their home to become wanderers and hunters in the great wilderness beyond the borders of [Root.GetName]."
 colonial.EVTOPTA12:0 "Засудити цю дурість"
 colonial.EVTOPTB12:0 "Вони також можуть досліджувати нові території"
 colonial.EVTOPTC12:0 "Нехай вони приносять хоча би хутро..."
 colonial.EVTNAME13:0 "Погіршення торгівлі хутром"
 colonial.EVTDESC13:2 "As civilization marches on, so does the expansion of our settlement. It seems that the rapid expansion of [Root.GetCapitalName] has driven many of the nearby beasts on to wilder lands and the woodlands in which we hunt have become scarce of creatures with pelts worth collecting. It would seem that fur hunting is no longer possible in $PROVINCENAME$."
 colonial.EVTOPTA13:0 "Якщо ліси порожні, думаю, ми можемо зрубати дерева..."
 colonial.EVTOPTC13:0 "Може вони, нарешті, заспокояться на своїх фермах!"
 colonial.EVTNAME14:0 "Єзуїтська місія заснована"
 colonial.EVTDESC14:1 "Група ченців з Товариства Ісуса вирушила в Новий Світ, щоб встановити місію в колонії [Root.GetName] і навернути в християнство корінний народ в наших колоніальних межах. Якщо пощастить, єзуїти зможуть цивілізувати цих людей і навчити їх приймати справжнє слово Христове."
 colonial.EVTOPTA14:0 "До більшої слави Божої!"
 colonial.EVTNAME15:0 "Нашу колонію вразила римська лихоманка!"
 colonial.EVTDESC15:2 "Хвороба вразила нашу колонію $PROVINCENAME$. Just as we have brought many foreign diseases to the native people, it would seem there is a curse on the land and our people are falling ill and dying at an alarming rate. If we do not organize a response, we risk losing our colony in [Root.GetName] entirely."
 colonial.EVTOPTA15:0 "Відправити когось для організації порятунку"
 colonial.EVTOPTB15:0 "Оголосити у провінції карантин!"
 colonial.EVTOPTC15:0 "Помолитися про зцілення"
 colonial.EVTNAME18:0 "Кава Нового Світу"
 colonial.EVTDESC18:0 "Кава стає все більш затребуваним продуктом, і потреба людей у ньому постійно зростає. Клімат і величезні простори Нового Світу здаються ідеальними для вирощування кави. Можливо, ми повинні розглянути створення плантацій в [Root.GetName] для її виробництва?"
 colonial.EVTOPTA18:0 "Деякі називають її чорним золотом, чому б і ні?"
 colonial.EVTOPTC18:0 "Краще не змінюватимемо традиційні речі"
 colonial.19.t:0 "Порту в провінції [Root.GetName]"
 colonial.19.d:0 "Розвиток нашої колонії в провінції [Root.GetName] завжди був тісно пов'язаний з природною гаванню і довгий час провінція виступала в ролі місцевого вузла торгівлі.\nЗгодом поселення зросло до важливого торговельного порту. Тепер же цей порт є перевалочним пунктом для всієї торгівлі в цьому та інших регіонах, а також обов'язковим місцем зупинки місцевих торговців."
 colonial.19.a:0 "Це результат нашої мудрої політики."
 ship_building_problems:0 "Проблеми з кораблебудуванням"
 increased_tariffs:0 "Збільшення мита"
 desc_increased_tariffs:0 "[Root.ColonialParent.GetName] не прислухалась до наших протестів та збільшила мито на нашу торгівлю."
 reduced_tariffs:0 "Зниження мита"
 desc_reduced_tariffs:0 "[Root.ColonialParent.GetName] прислухалась до наших протестів та знизила мито на нашу торгівлю."
 colonial_nation.EVTNAME1:0 "Мито занадто високе"
 colonial_nation.EVTDESC1:0 "Люди в колоніях вважають ціни на товари занадто високими. Вони звинувачують у цьому занадто високе торговельне мито і вимагають його зниження."
 colonial_nation.EVTOPTA1:0 "Краще покажемо їм, хто керує колоніями!"
 colonial_nation.EVTOPTB1:0 "Погодитися на зниження мита"
 colonial_nation.EVTNAME2:0 "Збільшення мита"
 colonial_nation.EVTDESC2:0 "Незважаючи на наші протести, [Root.ColonialParent.GetName] тимчасово встановила більш високе мито, яке боляче вдарять по нашій економіці."
 colonial_nation.EVTOPTA2:0 "Утискам немає кінця..."
 colonial_nation.EVTNAME3:0 "Зниження мита"
 colonial_nation.EVTDESC3:0 "[Root.ColonialParent.GetName] прислухалася до наших міркувань і вирішила тимчасово знизити мито, яке повільно душило нашу економіку."
 colonial_nation.EVTOPTA3:0 "Гарні новини!"
 colonial_nation.EVTNAME4:0 "Борець за свободу або повстанець?"
 colonial_nation.EVTDESC4:0 "Полковник зробив собі ім'я в армії в якості сильного прихильника збройного опору метрополії [Root.ColonialParent.GetName]. Талановитий солдат і харизматичний лідер, він надихає все більше і більше людей прислухатися до небезпечних ідей незалежності.\n\nЧи повинні ми оголосити його зрадником і бунтівником, або він може бути тим, хто допоможе нам скинути колоніальні пути і привести колонію [Root.GetName] до свободи?"
 colonial_nation.EVTOPTA4:0 "Підвищити його до генерала!"
 colonial_nation.EVTNAME5:0 "Повстання в [From.GetName]"
 colonial_nation.EVTDESC5:0 "[From.GetAdjective]ий полковник зробив собі ім'я в якості сильного прихильника збройного опору метрополії [Root.GetName]! Талановитий солдат і харизматичний лідер, він надихає все більше і більше людей прислухатися до небезпечних ідей незалежності.\n\nАле замість того, щоб негайно обезголовити цього вискочку, місцева влада колонії [From.GetName] підвищила його до генерала!"
 colonial_nation.EVTOPTA5:0 "Як вони сміють?!"
 colonial_nation.EVTNAME6:0 "Страта сепаратистів у колонії"
 colonial_nation.EVTDESC6:0 "[From.GetAdjective]ий полковник зробив собі ім'я в якості сильного прихильника збройного опору метрополії [Root.GetName]! Талановитий солдат і харизматичний лідер, він надихає все більше і більше людей прислухатися до небезпечних ідей незалежності.\n\nНа щастя, [From.Monarch.GetTitle] [From.Monarch.GetName] швидко вирішили це питання, відрубавши йому голову. Проте, здається, це лише посилило прагнення людей колонії [From.GetName] до свободи..."
 colonial_nation.EVTOPTA6:0 "Можливо, це було занадто поспішне рішення..."
